Age,Income,Credit_Score,Missed_Payments,Debt_to_Income_Ratio,Delinquent
44,26391,726,3,0.11,0
56,40301,593,2,0.35,0
48,63424,781,2,0.33,0
30,98377,654,0,0.5,0
55,44930,813,2,0.42,0
36,46654,783,2,0.35,0
23,74034,673,0,0.33,0
37,24946,636,4,0.47,0
58,128597,691,3,0.05,0
42,28926,669,0,0.28,0
40,15503,655,1,0.3,0
61,49317,580,0,0.36,0
21,135818,649,0,0.32,0
23,69694,613,4,0.05,0
18,76930,713,1,0.15,0
44,50253,739,1,0.05,0
42,44737,724,0,0.08,0
60,19400,700,0,0.12,0
43,15000,591,4,0.24,1
34,55147,692,2,0.23,0
40,107745,727,1,0.32,0
41,60263,644,0,0.11,0
18,71264,687,1,0.19,0
70,126782,671,0,0.17,0
46,59710,779,0,0.58,0
42,45542,684,2,0.8,1
47,29997,716,2,0.15,0
49,164938,576,1,0.14,0
38,67233,666,4,0.49,1
31,27829,670,1,0.25,0
47,24277,670,0,0.17,0
45,103967,532,1,0.36,1
29,26305,576,2,0.4,1
58,149089,675,3,0.16,0
43,15000,746,3,0.39,0
49,115100,624,4,0.39,1
58,65652,656,1,0.3,0
40,52636,786,0,0.27,0
44,44122,662,2,0.33,0
50,152426,617,2,0.24,1
30,74924,673,2,0.42,0
40,28511,599,0,0.12,0
41,17477,714,3,0.25,0
27,54523,640,1,0.5,0
70,48989,625,0,0.33,1
21,19694,706,1,0.31,0
23,47418,796,0,0.36,0
57,34739,571,1,0.31,1
49,49294,731,1,0.1,0
26,75777,732,2,0.7,0
47,120038,641,0,0.1,0
59,84569,715,3,0.2,0
39,31797,778,1,0.11,0
70,61166,612,0,0.63,1
18,50912,694,2,0.21,0
49,22042,704,0,0.21,0
55,62251,712,0,0.24,0
51,149343,726,1,0.35,0
37,49983,689,1,0.16,0
36,18835,690,1,0.74,1
45,49919,625,4,0.11,0
50,23665,689,0,0.27,0
47,82303,651,0,0.31,0
53,67165,568,2,0.3,1
26,44243,649,1,0.23,0
37,40187,696,2,0.42,0
27,43159,706,1,0.47,0
34,49264,603,0,0.05,0
53,30842,623,2,0.43,0
41,21318,723,0,0.47,0
70,97073,710,3,0.24,0
42,38900,733,1,0.41,0
40,54188,712,5,0.31,1
41,58172,712,1,0.13,0
31,59469,655,4,0.15,0
39,24238,686,1,0.14,0
54,17934,779,1,0.1,0
41,34433,845,0,0.18,0
29,62157,707,2,0.13,0
27,31673,712,1,0.14,0
34,39618,723,0,0.28,0
40,175672,681,1,0.29,0
55,16199,749,1,0.12,0
22,31162,740,1,0.24,0
35,152964,701,0,0.22,0
41,47726,660,2,0.1,0
18,32093,557,2,0.44,1
29,98840,723,0,0.21,0
31,50672,692,1,0.39,0
29,39775,593,1,0.15,1
42,55018,612,1,0.09,0
37,33028,719,2,0.05,0
32,26622,537,3,0.17,1
45,45790,697,3,0.48,0
62,26726,730,2,0.21,0
61,49336,712,2,0.21,0
18,60635,656,1,0.15,0
47,81783,565,3,0.26,1
37,96447,715,1,0.11,0
42,38428,752,2,0.14,0
34,66147,645,3,0.06,0
41,65874,710,0,0.26,0
41,59676,774,0,0.14,0
32,36765,659,3,0.8,1
28,26453,656,2,0.18,0
34,66250,742,2,0.35,0
43,17604,600,6,0.47,1
47,41743,602,0,0.06,0
51,15000,687,3,0.68,1
33,21985,655,1,0.12,0
43,28961,661,1,0.18,0
52,94658,642,1,0.25,0
55,74077,651,3,0.17,0
39,35159,764,0,0.33,0
37,75934,779,0,0.43,0
42,83497,787,1,0.13,0
25,44515,745,1,0.57,0
37,21362,707,0,0.34,0
49,43271,594,0,0.11,0
48,46224,668,2,0.34,0
36,23400,809,0,0.06,0
42,61097,653,2,0.06,0
29,57981,748,3,0.58,1
49,64024,683,0,0.23,0
38,57951,519,1,0.23,0
36,75955,718,3,0.43,0
35,44020,755,1,0.46,0
39,55330,677,1,0.29,0
34,38613,753,0,0.2,0
48,34520,579,0,0.39,0
34,109420,596,0,0.4,0
60,15000,692,4,0.23,0
59,82955,708,0,0.36,0
28,33781,761,0,0.14,0
40,31256,718,0,0.35,0
31,57351,608,3,0.19,0
35,20055,692,1,0.34,0
66,30043,716,3,0.39,0
36,29451,567,0,0.22,0
44,42922,677,1,0.3,0
47,30258,632,2,0.45,1
26,128113,640,0,0.08,0
28,144092,709,0,0.23,0
24,15000,571,3,0.59,1
28,67954,705,4,0.34,0
18,82059,713,4,0.35,0
47,67899,745,1,0.19,0
66,33028,612,1,0.47,0
41,42342,550,2,0.53,1
21,31289,696,0,0.13,0
31,38095,641,4,0.29,1
34,23718,820,0,0.79,1
26,45758,707,2,0.24,0
51,19896,683,2,0.66,0
50,43474,669,1,0.34,0
24,23175,552,2,0.34,1
49,55497,713,0,0.09,0
59,32609,675,0,0.26,0
64,58357,675,0,0.22,0
70,93802,685,0,0.11,0
28,127219,657,3,0.8,1
70,15000,524,4,0.37,1
35,29717,730,3,0.18,0
32,40869,629,4,0.14,0
44,64614,614,0,0.3,1
32,18211,757,1,0.22,0
45,27193,786,1,0.07,0
22,53008,520,5,0.3,1
36,51582,681,1,0.27,0
56,61486,696,0,0.27,0
39,63972,541,2,0.41,1
41,60063,728,0,0.14,0
46,55060,686,1,0.2,0
55,50687,691,0,0.63,0
18,73046,579,3,0.8,1
47,15000,704,3,0.2,0
36,123821,730,1,0.19,0
42,15000,687,1,0.18,0
53,25655,649,0,0.14,0
24,42785,653,0,0.18,0
26,73391,693,2,0.28,0
18,15000,682,0,0.12,0
32,48200,734,0,0.22,0
57,78860,651,1,0.23,0
38,89028,606,2,0.63,0
22,32260,701,1,0.13,0
33,40925,618,2,0.62,1
20,33870,727,2,0.38,0
25,38730,621,3,0.63,1
45,26394,719,1,0.52,0
24,28751,583,1,0.61,1
54,63616,688,0,0.28,0
39,53048,638,1,0.36,0
41,65837,565,2,0.24,1
36,55737,581,3,0.2,1
50,74802,647,1,0.1,0
50,83027,754,2,0.05,0
44,17239,645,0,0.59,0
47,29360,563,1,0.55,1
37,42666,687,1,0.13,0
47,48358,649,2,0.2,1
35,32792,595,4,0.58,1
40,84729,631,4,0.8,1
36,160808,738,1,0.07,0
34,54813,720,4,0.25,0
31,51565,695,3,0.58,1
46,81607,608,3,0.11,0
57,16002,850,1,0.36,0
55,49865,743,1,0.29,0
23,88205,711,0,0.3,0
56,33326,572,2,0.49,1
35,23483,736,2,0.12,0
47,43849,649,3,0.22,0
28,47267,668,0,0.41,0
41,28418,579,0,0.51,0
44,172421,605,0,0.47,0
20,36782,668,1,0.63,1
47,24533,740,0,0.63,0
57,46343,721,1,0.48,0
37,84517,719,4,0.28,0
57,49535,676,2,0.46,0
37,65601,655,3,0.26,0
51,29059,661,2,0.7,1
18,119684,729,1,0.11,0
70,68667,640,3,0.8,1
59,91915,752,1,0.05,0
36,61028,667,4,0.49,0
18,80412,621,1,0.2,0
43,29032,636,1,0.59,1
21,36503,686,1,0.07,0
45,109961,675,1,0.35,0
45,124972,756,3,0.31,0
27,24630,669,3,0.8,1
54,56945,549,2,0.23,1
50,37851,772,1,0.36,0
52,32266,515,2,0.15,0
40,58157,777,1,0.34,1
21,97205,662,0,0.21,0
52,64279,668,2,0.37,0
36,40469,676,0,0.25,0
21,66763,703,1,0.26,0
57,39498,679,0,0.07,0
67,62772,671,0,0.18,0
39,113309,732,4,0.35,1
68,15000,713,0,0.17,0
41,79090,622,0,0.07,0
35,19468,724,1,0.41,0
31,102436,711,0,0.46,0
61,33449,647,0,0.12,0
29,23609,727,3,0.21,0
49,74396,613,2,0.19,1
32,60992,666,1,0.12,0
34,26916,607,4,0.42,1
53,23114,480,3,0.3,1
35,43805,648,2,0.15,0
34,23802,722,1,0.23,0
54,25928,678,0,0.34,0
60,52542,543,2,0.37,1
48,27459,737,1,0.28,0
31,63317,662,1,0.25,0
33,119860,606,0,0.44,0
41,44840,812,1,0.31,0
44,53002,563,4,0.41,1
27,164531,732,1,0.25,0
49,24039,608,2,0.37,1
41,100181,688,1,0.22,0
18,93201,625,1,0.26,0
27,81845,605,0,0.12,0
33,106409,711,2,0.38,0
39,58008,704,0,0.25,0
64,34552,748,1,0.27,0
43,94536,677,1,0.28,0
29,96732,813,1,0.05,0
42,95147,696,1,0.23,0
35,50347,714,0,0.53,0
44,31897,598,0,0.07,0
47,54985,643,1,0.2,0
55,86278,711,0,0.15,0
39,90636,674,1,0.15,0
61,37880,641,4,0.8,1
51,59232,631,1,0.28,0
30,22353,687,1,0.28,0
68,88518,687,2,0.18,0
44,30638,583,3,0.21,1
29,78523,718,2,0.2,0
61,24597,577,2,0.35,0
67,91021,691,1,0.24,0
39,59462,785,1,0.12,0
33,30674,680,5,0.42,1
37,74221,672,4,0.6,1
49,34399,575,3,0.69,1
56,76859,786,0,0.09,0
47,41586,727,1,0.59,1
41,17454,629,0,0.33,0
59,27188,651,0,0.17,0
35,37863,755,0,0.48,0
53,111403,787,1,0.52,0
36,84177,578,4,0.65,1
45,129873,587,1,0.42,1
38,132214,671,0,0.47,0
39,35566,549,4,0.14,0
35,43778,681,3,0.35,0
57,38301,704,3,0.44,1
30,32764,541,2,0.22,1
30,16237,687,1,0.11,0
67,48588,645,1,0.38,0
52,22666,778,0,0.24,0
18,48025,645,0,0.45,0
32,174462,712,5,0.36,1
18,36112,644,0,0.21,0
27,55097,726,0,0.2,0
18,84456,695,1,0.19,0
38,57998,671,0,0.4,0
25,58424,578,1,0.8,1
40,39440,699,3,0.43,0
18,42653,601,5,0.22,1
41,27556,592,0,0.35,1
34,81440,768,0,0.25,0
59,17242,653,3,0.21,1
58,87785,666,2,0.61,1
50,21115,601,1,0.34,1
35,87340,668,2,0.25,0
65,39644,665,1,0.2,0
19,23409,700,1,0.16,0
21,69395,718,2,0.53,0
38,85584,641,2,0.28,1
69,37690,632,2,0.21,0
37,75536,725,1,0.42,0
37,15000,682,1,0.14,0
21,22195,593,0,0.11,0
52,106451,493,3,0.44,1
52,42864,697,0,0.26,0
50,16037,630,3,0.18,0
31,32230,705,1,0.05,0
30,28168,633,0,0.28,0
23,44374,687,1,0.67,0
41,39243,657,2,0.05,0
25,54576,785,0,0.38,0
24,47019,711,3,0.5,1
34,110840,760,2,0.11,0
33,63242,681,2,0.12,0
33,64511,729,3,0.18,0
46,98626,685,0,0.34,0
41,38821,722,2,0.54,1
36,22991,646,2,0.35,1
42,101132,596,0,0.15,0
27,53183,560,0,0.28,0
41,53295,780,0,0.22,0
41,33523,708,0,0.25,0
20,33856,712,1,0.09,0
52,81473,769,1,0.21,0
28,88503,531,5,0.17,1
41,78456,605,1,0.25,1
55,78887,665,1,0.15,0
52,68969,724,1,0.34,0
40,53045,638,1,0.08,0
35,44124,564,2,0.47,1
52,101335,583,6,0.6,1
48,39173,748,2,0.22,0
31,61205,635,1,0.32,0
29,30260,646,1,0.33,0
18,33005,718,1,0.23,0
42,42544,615,0,0.33,1
38,30261,577,1,0.17,0
54,79119,585,1,0.47,0
44,21833,676,3,0.29,0
57,52028,709,2,0.13,0
30,53077,667,2,0.51,0
54,16539,705,0,0.31,0
33,37623,583,2,0.32,0
50,57149,555,2,0.41,1
21,63401,815,1,0.29,0
43,43365,753,1,0.27,0
18,73580,726,3,0.41,0
36,45908,640,0,0.49,0
45,49424,665,0,0.19,0
33,57010,679,0,0.15,0
26,85493,758,0,0.32,0
50,32681,704,2,0.45,0
38,36603,683,1,0.57,1
33,32815,669,2,0.33,0
40,40162,727,3,0.23,0
70,115351,698,0,0.25,0
54,69122,625,2,0.35,1
55,24868,635,1,0.34,0
45,34191,673,1,0.21,0
42,61307,615,0,0.38,0
18,28455,677,0,0.15,0
31,31722,627,4,0.44,1
33,109861,535,1,0.19,0
18,33927,608,3,0.25,1
24,86924,609,3,0.39,0
18,104109,709,0,0.22,0
39,31568,718,1,0.21,0
50,28739,654,0,0.3,0
54,41536,712,0,0.2,0
45,25509,715,2,0.73,0
27,52713,666,1,0.22,0
18,43330,772,0,0.34,0
18,60861,585,2,0.44,1
23,113342,768,0,0.36,0
28,80056,612,1,0.71,1
37,65745,629,0,0.19,0
26,15068,611,1,0.45,1
44,63960,614,1,0.22,0
36,137802,727,2,0.19,0
40,15000,583,1,0.24,0
54,74133,763,0,0.35,0
24,44550,572,3,0.43,1
45,29440,730,0,0.48,0
39,79274,681,1,0.18,0
35,136738,696,2,0.07,0
51,78052,644,2,0.38,0
51,39233,701,0,0.22,0
27,27831,688,0,0.16,0
37,53464,592,1,0.43,0
43,82776,589,3,0.74,1
36,38861,647,2,0.07,0
47,41182,591,1,0.79,1
43,250000,755,0,0.22,0
63,93637,680,2,0.05,0
20,97741,633,1,0.49,0
38,20410,606,1,0.78,1
28,32070,649,0,0.24,0
47,51267,619,0,0.14,1
18,26884,615,2,0.41,0
44,128057,631,1,0.11,0
31,114254,691,0,0.79,1
30,35591,691,2,0.19,0
21,142964,670,2,0.62,0
33,48895,680,0,0.38,0
54,231800,677,0,0.33,0
39,53466,667,1,0.16,0
48,69266,711,1,0.43,0
61,113543,706,1,0.38,0
43,105512,585,1,0.14,0
32,66598,672,1,0.12,0
46,45040,589,0,0.69,0
32,66734,718,3,0.31,0
33,30040,726,2,0.29,0
20,53706,643,2,0.26,0
52,25195,672,1,0.1,0
34,16839,503,5,0.38,1
42,50526,696,3,0.25,1
26,104544,722,1,0.35,0
45,85432,749,1,0.33,0
30,46669,769,0,0.33,0
38,139831,581,2,0.36,1
51,34841,733,1,0.34,0
50,15510,768,0,0.13,0
39,15000,556,4,0.37,1
18,24131,613,3,0.31,1
70,80015,614,5,0.25,1
62,33493,731,2,0.35,0
49,64639,536,1,0.44,0
30,131632,788,2,0.13,0
38,25334,673,2,0.19,0
32,65323,734,0,0.31,0
56,67736,676,0,0.43,0
43,29247,709,0,0.36,0
29,110473,540,0,0.26,0
33,41248,656,1,0.51,0
54,38938,730,0,0.25,0
60,174027,697,3,0.06,0
59,67081,581,2,0.06,0
49,85406,683,1,0.5,0
36,110518,630,2,0.09,0
18,33180,625,1,0.24,0
43,103765,588,2,0.18,0
39,36274,717,0,0.05,0
41,35356,746,0,0.22,0
40,41639,807,2,0.31,0
22,33750,591,0,0.24,0
47,80281,726,2,0.23,0
48,57545,729,1,0.25,0
48,36507,645,1,0.49,0
52,73475,624,1,0.06,0
47,41559,588,2,0.44,1
34,40261,648,2,0.13,0
39,50473,692,1,0.62,0
41,64736,710,1,0.12,1
41,61939,746,0,0.05,0
52,39420,583,1,0.18,0
48,81492,600,3,0.21,1
67,42897,757,3,0.11,0
68,33090,636,0,0.07,0
41,20316,651,6,0.76,1
18,88424,537,5,0.21,1
56,49386,749,2,0.38,0
32,55632,565,1,0.08,0
29,91810,528,2,0.21,1
34,36811,743,2,0.64,0
34,21490,795,1,0.1,0
47,51116,641,3,0.61,1
19,58969,638,5,0.12,1
25,41868,734,1,0.07,0
44,118686,697,3,0.51,0
48,15000,657,3,0.09,0
48,95993,650,2,0.1,0
29,78801,544,3,0.52,1
27,64476,693,1,0.24,0
33,15000,630,3,0.42,1
43,105908,653,2,0.16,0
59,26479,570,3,0.45,1
18,36148,625,3,0.55,0
37,44251,717,1,0.24,0
22,62595,732,2,0.24,0
18,71944,660,2,0.27,0
52,83759,614,4,0.3,1
47,79978,628,0,0.39,0
45,57054,736,1,0.61,0
51,62915,681,2,0.22,0
33,25477,702,2,0.3,0
34,31237,701,0,0.05,0
68,83891,661,0,0.36,0
36,81009,552,2,0.26,1
49,75680,566,3,0.17,1
40,36002,747,4,0.31,0
18,84651,636,0,0.27,0
18,24422,655,1,0.14,0
32,93565,566,5,0.26,1
53,41918,607,1,0.49,0
50,134659,633,1,0.31,0
51,19675,781,0,0.52,0
27,141215,719,0,0.55,0
61,39463,613,4,0.72,1
27,39038,744,0,0.32,0
42,55099,670,1,0.06,0
39,32265,761,0,0.26,0
37,46938,812,3,0.23,0
57,31489,741,1,0.19,0
30,32188,685,1,0.27,0
22,65652,721,3,0.21,0
40,28539,626,4,0.74,1
34,30917,532,1,0.52,1
70,21511,640,3,0.59,0
48,36229,574,4,0.43,1
34,107684,639,0,0.35,0
26,29508,787,1,0.11,0
18,31603,747,1,0.18,0
26,55069,706,1,0.48,0
41,39242,728,3,0.3,0
58,186631,514,4,0.34,1
54,44466,700,0,0.37,1
42,59941,736,1,0.25,0
35,86358,545,0,0.55,0
43,85369,725,3,0.32,0
33,56385,535,0,0.37,1
62,44503,561,0,0.43,0
37,165118,759,1,0.18,0
38,46172,596,2,0.69,1
18,37608,637,2,0.47,0
37,33272,739,1,0.44,0
50,17394,661,3,0.55,0
26,80255,669,0,0.25,0
30,15000,667,0,0.57,0
50,48852,700,0,0.3,0
20,43350,631,3,0.62,1
53,187958,686,1,0.36,0
33,16334,649,1,0.17,0
34,28547,701,1,0.36,0
25,45176,698,0,0.42,0
44,43542,793,3,0.1,0
70,35251,657,1,0.06,0
50,46695,668,1,0.41,0
28,23023,666,4,0.73,1
54,60737,737,1,0.48,0
35,15000,614,1,0.49,0
57,48268,686,1,0.17,0
50,34193,529,1,0.31,0
18,90198,663,3,0.19,0
26,140531,697,2,0.24,1
52,40189,636,1,0.5,0
41,112920,690,0,0.23,0
26,40551,648,1,0.59,0
31,27455,628,1,0.09,0
18,139740,738,2,0.05,0
38,67001,617,0,0.41,0
68,49151,697,1,0.05,0
50,74035,698,2,0.15,0
68,57787,628,0,0.1,0
51,47026,689,1,0.25,0
53,22117,623,0,0.37,0
65,41675,711,0,0.34,0
44,71250,601,1,0.55,0
37,45539,659,1,0.08,0
53,84237,644,3,0.33,1
58,61709,746,0,0.16,0
33,28944,688,3,0.6,0
30,22214,737,2,0.12,0
41,44609,713,1,0.15,0
50,35791,712,1,0.1,0
50,59981,660,0,0.13,0
21,31860,741,2,0.39,0
64,33886,658,0,0.24,0
31,92211,576,2,0.12,0
36,53579,667,3,0.21,0
28,32156,707,0,0.07,0
70,49542,583,0,0.25,0
43,112122,626,0,0.14,0
28,58470,606,1,0.42,0
51,69966,727,0,0.31,0
49,31215,780,2,0.26,0
37,90748,619,5,0.16,1
50,196980,711,0,0.48,0
29,30488,710,3,0.4,0
33,24121,773,1,0.2,0
18,54465,640,3,0.17,0
22,82892,666,0,0.12,0
63,46405,613,6,0.54,1
61,26057,684,2,0.31,0
40,45928,830,2,0.67,0
61,70182,681,1,0.3,0
37,38398,628,3,0.39,0
36,70569,560,1,0.6,1
40,98599,755,0,0.65,0
38,56621,628,1,0.35,0
37,48205,719,1,0.05,0
54,80628,639,0,0.4,0
41,29329,573,0,0.48,1
49,27644,716,1,0.11,0
53,41775,642,4,0.17,0
45,36492,705,2,0.25,0
27,30272,709,2,0.16,0
22,147013,712,1,0.14,0
41,180447,663,2,0.57,0
37,39647,721,0,0.12,0
41,51794,624,2,0.2,0
39,43795,496,4,0.24,1
70,95272,722,2,0.1,0
22,107300,689,1,0.31,0
18,16875,612,3,0.3,1
44,65225,533,1,0.23,1
35,22379,520,1,0.4,1
44,140781,683,0,0.39,0
47,63840,778,0,0.33,0
56,29911,671,4,0.39,0
20,42412,658,0,0.33,0
32,41217,678,1,0.52,0
45,67175,810,0,0.16,0
50,91596,725,4,0.57,0
68,24614,623,0,0.28,0
52,147746,681,2,0.57,0
39,128465,699,0,0.58,0
28,28992,562,1,0.43,1
32,51209,725,1,0.35,0
32,136828,630,1,0.61,0
48,102718,560,2,0.32,1
43,40052,684,2,0.2,0
22,79905,675,1,0.24,0
34,250000,634,2,0.14,1
51,52213,634,0,0.06,0
44,33537,642,0,0.21,0
47,54363,747,0,0.46,0
44,56836,706,1,0.62,0
61,35784,622,1,0.17,0
43,63893,562,0,0.36,0
34,23094,574,4,0.26,1
28,32881,689,1,0.1,0
43,77261,642,2,0.32,0
18,17104,637,1,0.63,0
37,84280,644,0,0.25,0
37,15000,643,1,0.8,1
22,17347,727,3,0.49,0
27,36337,679,1,0.16,0
50,58227,683,0,0.28,0
42,108570,631,3,0.42,1
41,50745,650,4,0.19,0
43,42279,733,0,0.06,0
41,69407,724,2,0.14,0
56,29069,802,0,0.24,0
41,53297,716,0,0.2,0
21,23868,650,1,0.12,0
61,51511,568,0,0.33,1
44,45346,737,3,0.1,0
32,30255,631,2,0.27,0
23,54123,728,0,0.29,0
45,53913,600,6,0.34,1
38,99237,700,1,0.28,0
60,18706,616,0,0.29,0
35,46834,726,1,0.4,0
29,31065,605,0,0.45,0
51,82607,696,1,0.23,0
52,77060,631,5,0.52,1
42,66484,686,2,0.59,0
48,32134,656,2,0.32,0
39,83389,654,3,0.05,0
43,19573,689,1,0.45,0
55,17306,568,3,0.66,1
48,22799,619,0,0.2,0
37,48046,658,0,0.38,0
57,73504,656,2,0.14,0
18,15000,593,0,0.72,1
66,108406,709,3,0.6,1
18,53032,619,4,0.25,1
31,19136,666,1,0.09,0
39,52081,566,2,0.32,1
38,94420,804,2,0.58,0
53,70239,825,3,0.35,0
26,94792,633,2,0.18,0
43,21595,753,1,0.62,0
32,38238,674,2,0.42,0
43,28146,776,1,0.4,0
39,137385,700,2,0.2,0
41,71942,685,0,0.17,0
32,250000,490,4,0.46,1
33,37028,597,2,0.49,1
43,31735,681,2,0.55,0
52,44994,691,1,0.14,0
32,112085,607,0,0.45,0
28,39353,636,2,0.39,0
47,52820,713,0,0.46,0
39,51948,570,2,0.16,1
50,50196,688,3,0.16,0
28,33142,754,0,0.3,0
18,45144,703,1,0.19,0
33,43999,700,0,0.32,0
30,48798,506,1,0.3,1
38,86345,630,1,0.25,0
31,140980,803,1,0.21,0
49,29606,644,0,0.22,0
36,38746,755,1,0.05,0
41,29881,643,1,0.34,0
42,54844,663,2,0.3,0
42,35489,710,0,0.13,0
39,56606,651,2,0.18,1
46,95051,669,3,0.66,1
29,15000,630,2,0.61,0
58,65845,590,2,0.49,1
36,37193,626,1,0.43,0
22,64618,611,3,0.52,1
42,28627,666,0,0.46,0
28,100484,742,1,0.27,0
48,84793,652,2,0.57,1
68,68941,709,3,0.24,0
29,78899,688,0,0.08,0
44,31339,613,1,0.38,0
18,33800,681,1,0.18,0
45,76992,687,3,0.21,0
28,30926,725,2,0.3,0
31,116702,562,3,0.57,1
25,40370,557,0,0.48,0
49,66246,690,1,0.32,0
53,172741,701,3,0.38,0
40,32088,669,1,0.13,0
28,51085,681,1,0.28,0
60,92273,732,1,0.31,0
30,86748,652,0,0.43,0
18,40267,628,0,0.26,1
45,35952,684,3,0.5,0
25,42621,606,2,0.07,0
52,116857,635,4,0.48,1
35,41462,676,0,0.28,0
47,51373,778,0,0.25,0
58,37946,662,0,0.12,0
24,74856,666,2,0.59,1
32,53815,735,0,0.26,0
39,26847,629,1,0.16,0
59,27411,762,0,0.29,0
31,15000,785,3,0.17,0
32,29768,678,4,0.38,0
46,78934,609,3,0.39,1
32,108472,777,1,0.17,0
41,73964,727,0,0.14,0
19,68376,684,0,0.1,0
68,45437,765,1,0.28,0
22,78037,738,2,0.52,1
35,58207,659,2,0.34,0
39,144736,694,2,0.14,0
64,46209,714,1,0.05,0
22,109732,681,1,0.4,0
65,82823,596,1,0.22,0
49,76211,581,1,0.4,1
45,15000,598,1,0.17,0
27,85606,709,5,0.25,0
47,45410,550,1,0.56,1
30,37558,691,1,0.25,0
56,20135,789,2,0.15,0
27,48856,765,5,0.41,0
38,50017,569,0,0.26,0
32,22430,603,0,0.33,0
27,20252,608,1,0.55,1
49,65642,567,1,0.41,1
46,82703,580,0,0.58,0
55,54949,679,1,0.57,0
18,97782,722,0,0.05,0
53,46544,737,1,0.2,0
70,47447,617,2,0.29,1
34,28276,663,0,0.58,0
64,19222,701,1,0.29,0
36,149163,627,5,0.14,1
22,96643,728,1,0.25,0
36,21258,705,0,0.3,0
53,53822,657,1,0.36,0
29,46164,536,4,0.77,1
32,41589,769,1,0.22,0
47,38353,638,1,0.33,0
40,61621,701,1,0.26,0
47,80089,565,1,0.36,0
43,62407,646,4,0.24,1
46,45601,686,2,0.21,0
34,44607,688,2,0.12,0
43,85998,850,1,0.21,0
27,64735,642,3,0.47,0
56,51206,729,0,0.12,0
31,47976,711,1,0.11,0
54,60304,639,1,0.51,0
36,37011,728,1,0.05,0
42,80251,670,1,0.14,0
33,25706,732,3,0.09,0
26,38296,797,1,0.61,0
18,70732,689,0,0.35,0
26,24841,663,2,0.37,0
35,19076,743,0,0.28,0
42,50911,763,1,0.57,0
53,17714,627,3,0.29,0
34,22487,652,1,0.47,0
28,77184,720,0,0.11,0
21,43352,624,2,0.61,1
46,106010,622,3,0.27,0
57,23792,670,4,0.52,1
56,46333,720,1,0.32,0
49,62302,659,2,0.47,0
48,24286,683,3,0.19,0
62,91040,645,0,0.41,0
44,66596,614,0,0.46,0
48,18665,650,2,0.12,0
35,47923,684,1,0.25,0
22,61794,591,2,0.3,0
31,34405,654,2,0.13,0
39,20172,685,0,0.24,0
40,57934,751,4,0.29,0
65,184747,661,2,0.07,0
41,38863,605,0,0.22,0
55,125686,667,0,0.16,0
34,31214,622,3,0.48,1
35,55788,713,3,0.44,0
22,77879,659,2,0.29,0
30,48773,481,4,0.45,1
46,41001,850,0,0.25,0
40,75786,688,3,0.15,0
52,152492,685,1,0.2,0
42,58709,541,2,0.35,1
35,35967,592,1,0.34,0
67,43745,674,1,0.07,0
38,222309,700,2,0.11,0
55,53153,722,1,0.16,0
34,34315,694,0,0.14,0
49,24660,608,1,0.33,0
52,16390,505,0,0.2,1
42,60970,673,0,0.46,0
18,72604,647,1,0.16,0
40,38637,558,0,0.58,1
55,48582,729,1,0.2,0
46,24287,585,2,0.16,0
45,53090,717,1,0.05,0
18,65440,595,0,0.13,0
30,35557,688,2,0.32,0
45,135167,736,0,0.25,0
45,29665,659,5,0.05,0
55,58109,781,4,0.54,0
38,81551,741,2,0.55,1
45,46799,694,0,0.4,0
40,43779,712,2,0.13,0
27,20799,743,0,0.2,0
18,110680,712,0,0.22,0
45,44270,706,2,0.14,0
42,67671,605,4,0.38,1
31,73396,555,3,0.33,1
18,33624,568,4,0.27,1
48,43542,785,0,0.5,1
36,109173,657,1,0.49,1
47,25076,665,2,0.39,0
64,175738,755,3,0.74,0
18,31353,593,2,0.61,1
30,24156,714,0,0.25,0
37,53070,684,0,0.25,0
58,184426,707,1,0.05,0
18,15574,619,1,0.58,1
65,45043,622,0,0.24,0
41,65235,630,0,0.37,0
38,50020,632,2,0.46,0
37,61645,679,0,0.05,0
34,31862,586,1,0.33,0
53,34206,605,2,0.21,0
26,44844,688,1,0.44,0
44,24886,672,0,0.25,0
35,47723,691,5,0.16,0
30,38822,677,1,0.53,0
70,36974,831,0,0.5,0
45,59415,687,1,0.27,0
47,16442,657,0,0.24,0
54,42725,686,1,0.35,0
21,196892,741,0,0.36,0
62,25548,677,0,0.43,0
18,106011,721,5,0.27,0
30,50655,703,2,0.19,0
34,34140,629,3,0.12,1
47,22194,686,0,0.22,0
42,53306,775,0,0.35,0
37,117247,694,2,0.41,0
39,38811,568,1,0.54,1
27,46696,660,1,0.25,0
20,89879,502,4,0.29,1
49,60145,688,2,0.25,0
49,19084,758,2,0.33,0
60,52017,599,1,0.37,0
29,121460,688,1,0.1,0
49,47946,707,4,0.28,1
36,15000,745,1,0.14,0
55,61878,756,2,0.19,0
53,43517,567,0,0.27,0
42,16359,710,0,0.61,0
35,17898,536,0,0.77,1
52,87997,620,3,0.08,0
48,31589,729,0,0.61,0
31,28438,689,0,0.25,0
22,47983,723,0,0.29,0
36,33305,624,3,0.55,0
59,52053,715,3,0.29,1
54,43406,721,3,0.28,0
25,23861,733,1,0.43,0
24,36072,594,0,0.38,1
56,63936,750,1,0.54,0
25,50269,661,1,0.22,0
46,46668,643,1,0.47,0
31,156753,717,1,0.32,0
61,76010,714,0,0.17,0
29,81753,629,1,0.15,0
54,44374,803,1,0.16,0
